Date,Open,High,Low,Close,Volume,Adj. Close
19-03-2016,407.98,409.95,403.34,406.9,4961.710294,406.9
20-03-2016,406.7,412,404.1,410.28,2353.974665,410.28
21-03-2016,410.28,411.96,406.5,410.29,3196.247305,410.29
22-03-2016,411.04,416,407.21,415.52,4027.084552,415.52
23-03-2016,415.8,417.5,413.44,417.07,4580.231526,417.07
24-03-2016,417.07,419,412.85,415.78,3581.154731,415.78
25-03-2016,415.83,417,412,415.98,2820.487524,415.98
26-03-2016,415.98,416.99,414.07,415.27,1496.931418,415.27
27-03-2016,415.27,424.99,414,424.99,2020.207257,424.99
28-03-2016,424.99,427.99,421.17,421.47,5836.310539,421.47
29-03-2016,422.57,424.37,407.22,412,5499.566606,412
30-03-2016,412.63,416.2,408.59,412,4629.748726,412
31-03-2016,411.97,415.99,410.08,414.29,3878.84258,414.29
1/4/2016,414.76,416.99,413.42,416.8,3568.185631,416.8
2/4/2016,416.51,420,414.42,418.27,3121.93225,418.27
3/4/2016,418.27,419.5,416.1,418.57,1389.967153,418.57
4/4/2016,418.7,419.49,416,419.29,3045.778318,419.29
5/4/2016,419.29,423,416.61,421.75,3866.735901,421.75
6/4/2016,422.44,422.9,420.26,421.83,2493.76923,421.83
7/4/2016,422.2,422.48,418.21,421.23,2798.927491,421.23
8/4/2016,421.7,423.99,417.3,422.41,3704.995973,422.41
9/4/2016,423.1,423.89,412,418.34,5348.74995,418.34
10/4/2016,417.92,421.54,417.02,420.47,1549.432566,420.47
11/4/2016,420.48,421.99,418,421.29,3020.044819,421.29
12/4/2016,421.29,426.67,419.52,425.87,5215.354422,425.87
13-04-2016,425.98,426.29,422.94,423.69,4904.543416,423.69
14-04-2016,423.7,425.2,420.57,424.69,4069.529475,424.69
15-04-2016,424.69,430,423.02,428.17,3733.615611,428.17
16-04-2016,429.12,432.87,426.61,429.72,2796.542666,429.72
17-04-2016,429.72,430.98,426.19,428.07,1480.268043,428.07
18-04-2016,426.49,430.01,424.24,426.69,2966.761944,426.69
19-04-2016,426.69,430.64,426,429,2655.334573,429
20-04-2016,429.1,440,428.32,440,7009.66001,440
21-04-2016,440,444.84,438.58,444.78,4926.650397,444.78
22-04-2016,444.77,452.11,442.96,447.31,7255.672893,447.31
23-04-2016,448.02,450.57,444.46,448.16,2356.039563,448.16
24-04-2016,448.98,457.8,446.04,450.25,3802.791897,450.25
25-04-2016,450.25,470.02,449.86,460.19,7007.49569,460.19
26-04-2016,460.24,469.47,459.46,466.17,6063.225805,466.17
27-04-2016,466.32,469.87,448.3,456.08,6309.065741,456.08
28-04-2016,456.29,457.38,435,450.18,9133.178163,450.18
29-04-2016,450.18,453,445.62,452.48,3623.284055,452.48
30-04-2016,452.48,456.9,450.55,451.81,2322.540804,451.81
1/5/2016,451.8,453.74,446.5,452.2,2253.284368,452.2
2/5/2016,452.9,453.8,438.59,443.49,4851.859024,443.49
3/5/2016,442.82,450.19,440.55,448.01,5310.974918,448.01
4/5/2016,448.01,452,444.15,446.92,4344.754631,446.92
5/5/2016,446.48,449,444.65,446.66,2443.288176,446.66
6/5/2016,447.31,454.22,446.18,453.08,3924.33761,453.08
7/5/2016,453.08,463.97,452.57,457.37,4190.083522,457.37
8/5/2016,458.16,461,455.95,459.33,1579.744947,459.33
9/5/2016,459.33,463.5,455.62,463.5,2619.192349,463.5
10/5/2016,462.13,464.79,447.38,451.64,5100.85471,451.64
11/5/2016,451.21,457.99,449.7,453.6,4653.35197,453.6
12/5/2016,453.42,453.93,448.88,452.51,2861.623008,452.51
13-05-2016,452.51,455.99,450.14,454.53,3210.13508,454.53
14-05-2016,454.91,456.99,453.51,455.4,1807.066741,455.4
15-05-2016,455.86,457.25,454.72,456.07,1135.557753,456.07
16-05-2016,456.02,458.08,455.11,457.5,2431.463951,457.5
17-05-2016,457.5,457.62,451.11,453.81,3842.357152,453.81
18-05-2016,454.41,455.68,452,455.4,2922.072085,455.4
19-05-2016,455.42,455.42,447.12,448.22,4470.463999,448.22
20-05-2016,448.22,448.82,435.03,442.4,5041.602884,442.4
21-05-2016,442.4,443.76,435.28,442.94,2573.616693,442.94
22-05-2016,442.48,443.98,439.9,442,1004.442618,442
23-05-2016,442,442.2,435,441.94,3675.477911,441.94
24-05-2016,441.94,446.37,441,446.15,2970.727374,446.15
25-05-2016,445.55,449.6,443.58,447.69,3722.532743,447.69
26-05-2016,447.79,452.21,446.8,452,3608.664625,452
27-05-2016,451.74,478.16,450.6,472.01,11216.47478,472.01
28-05-2016,472.01,498,468,493.09,8989.495587,493.09
29-05-2016,493.09,529.08,485,517,8761.279062,517
30-05-2016,517,540,501,522.24,8931.84173,522.24
31-05-2016,522.24,548.5,515,528.25,10190.4467,528.25
1/6/2016,528.32,542.87,518,537.39,7789.861336,537.39
2/6/2016,537.18,540,529.13,535.99,3906.544925,535.99
3/6/2016,535.85,570,532.15,564.35,7563.416051,564.35
4/6/2016,563.53,588.71,560.65,575.87,7220.593531,575.87
5/6/2016,574.68,582,558.54,570,5847.216659,570
6/6/2016,570,585.99,566.02,583.5,4505.381266,583.5
7/6/2016,583.52,594.44,573.11,575.16,5644.28912,575.16
8/6/2016,575.15,582.77,563,575.71,4346.004015,575.71
9/6/2016,576.79,584.25,573,575.29,3516.428057,575.29
10/6/2016,575.29,580,572,575.73,3858.813603,575.73
11/6/2016,574.67,587.09,574.67,581.76,2753.642168,581.76
12/6/2016,581.76,648.88,580.87,645.37,11473.01936,645.37
13-06-2016,644.21,725,636.24,689.95,19428.17244,689.95
14-06-2016,688.5,707.02,668.73,673.48,8936.501457,673.48
15-06-2016,673.47,690.73,655,688.15,8822.841875,688.15
16-06-2016,689.4,750.5,687.3,738.26,14236.32329,738.26
17-06-2016,738.22,778.7,706.37,744.13,16489.20101,744.13
18-06-2016,744,757.96,723.02,753.18,5364.227181,753.18
19-06-2016,753.53,778.85,736.03,761.56,5904.833857,761.56
20-06-2016,762.82,764,725,736.92,6604.435631,736.92
21-06-2016,738.86,742,641.25,667.51,24313.66823,667.51
22-06-2016,664.52,684.23,625,650.52,17046.91592,650.52
23-06-2016,650.5,651,540.17,559.51,25913.00222,559.51
24-06-2016,559.5,683.88,558.11,637,22585.06944,637
25-06-2016,637.02,684.45,636.1,672.79,5837.091542,672.79
26-06-2016,673.98,679.45,614,618.8,6294.110419,618.8
27-06-2016,616.7,649.98,608.64,634.15,8213.567725,634.15
28-06-2016,634.12,665.51,630.89,642.4,5960.470314,642.4
29-06-2016,642.4,650,621.09,627.05,7995.450288,627.05
30-06-2016,629.88,669.9,627.05,662.28,9163.582179,662.28
1/7/2016,664.87,684.1,659.71,670.83,6181.020911,670.83
2/7/2016,670.81,701.76,667.83,691.25,6284.612726,691.25
3/7/2016,691.25,704.99,647,655,7253.75722,655
4/7/2016,656.25,682.35,640.1,673.95,4793.017866,673.95
5/7/2016,673.29,682.36,661.57,669,3172.661808,669
6/7/2016,668.97,679,665.01,674.74,2809.85983,674.74
7/7/2016,675.66,678.43,632,638.7,8987.667727,638.7
8/7/2016,637.21,654.6,605.5,650.4,10454.76817,650.4
9/7/2016,649.97,665.99,640,657.2,5222.064247,657.2
10/7/2016,657.2,661,626,641.77,4126.672533,641.77
11/7/2016,638.66,659.6,638.65,646.27,2624.488964,646.27
12/7/2016,646.5,661.46,644.14,660,3178.881964,660
13-07-2016,659.37,678,657,661.37,5317.500354,661.37
14-07-2016,662,663.97,650.01,661,5205.700101,661
15-07-2016,663,667.73,658.41,662.15,2524.319284,662.15
16-07-2016,662.97,670.01,655,659.74,2730.855809,659.74
17-07-2016,660.99,669.99,659.74,667.54,1374.686798,667.54
18-07-2016,669.5,684.19,666.8,682,4211.228438,682
19-07-2016,682,682,666.12,671.29,2180.287854,671.29
20-07-2016,672.36,675,660,664.62,3257.4275,664.62
21-07-2016,664.62,669.12,660.1,664.67,2670.096532,664.67
22-07-2016,663.4,666.3,650.43,653,4323.256917,653
23-07-2016,653.03,657.76,645,654.01,2868.82414,654.01
24-07-2016,654.01,659.7,651.99,656.96,887.2972658,656.96
25-07-2016,658.42,665,652.28,657.17,2277.987129,657.17
26-07-2016,657.18,657.26,645.01,652,3259.368229,652
27-07-2016,651.04,656.62,646.31,654.13,2786.64375,654.13
28-07-2016,655.85,659.98,652.35,656.93,2361.646559,656.93
29-07-2016,656.93,657.4,653,655.99,1608.915915,655.99
30-07-2016,655.99,657.5,653.04,655.59,682.3555617,655.59
31-07-2016,657.43,657.5,629.53,633.99,3224.586291,633.99
1/8/2016,633.99,635.09,614.82,622.5,4193.871944,622.5
2/8/2016,623.47,623.47,594.21,596.22,6790.581411,596.22
3/8/2016,598.19,604.18,465.28,548.8,30420.85017,548.8
4/8/2016,549.28,582,547.68,570,9846.741151,570
5/8/2016,570.05,583.97,552,571.23,5394.899688,571.23
6/8/2016,571.5,581.06,562.56,565.68,5481.448585,565.68
7/8/2016,565.71,598.82,565.56,596.88,4084.061888,596.88
8/8/2016,596.89,598.58,582.12,591.63,3254.627479,591.63
9/8/2016,591.5,594,580.05,589.07,3149.045581,589.07
10/8/2016,589.65,603,579.43,598.42,4959.525809,598.42
11/8/2016,598.47,598.99,587.91,590.8,2982.980148,590.8
12/8/2016,590.8,591.97,580.47,588.8,2387.210518,588.8
13-08-2016,588.19,589.98,581.71,583.51,1347.190393,583.51
14-08-2016,583.51,587.14,563.73,567.02,3376.39006,567.02
15-08-2016,567.02,573.69,556.24,559.99,4795.434503,559.99
16-08-2016,559.99,579.49,554.9,575.33,5071.879348,575.33
17-08-2016,575.94,579.8,567.17,569.74,4554.639479,569.74
18-08-2016,569.86,573.87,566.02,572.56,3030.012944,572.56
19-08-2016,572.56,575.87,552.3,570,5550.425536,570
20-08-2016,570,578.98,568.52,575.6,2611.424364,575.6
21-08-2016,576.97,583.99,575.97,578,1564.062086,578
22-08-2016,578.05,585.16,572.5,583.09,3520.278383,583.09
23-08-2016,583.66,585.95,576,578.31,5108.056135,578.31
24-08-2016,577.88,582.33,575.4,577.5,2613.258599,577.5
25-08-2016,576.5,582.1,571.16,574.1,4094.4395,574.1
26-08-2016,574.17,582.46,574.1,577.56,3997.283936,577.56
27-08-2016,578.12,579.95,565,565,2838.7444,565
28-08-2016,565,572.91,564.81,569.97,1268.21138,569.97
29-08-2016,569.71,575,569.02,574.85,1896.414039,574.85
30-08-2016,574.85,576,568.55,575.99,3956.283975,575.99
31-08-2016,575.99,576.5,569,569,3767.819363,569
1/9/2016,569,573.92,566.86,570,3366.076344,570
2/9/2016,570,574.2,567.03,572.25,3261.370109,572.25
3/9/2016,572.13,573.85,569.56,571.68,1597.831318,571.68
4/9/2016,571.09,609.05,569.01,604.5,6837.094338,604.5
5/9/2016,604.99,607.65,592.46,602.53,3796.054351,602.53
6/9/2016,601.8,609.74,599.54,607.91,3500.35113,607.91
7/9/2016,607.91,612.16,604.17,612,4566.471134,612
8/9/2016,611.89,628.98,611.25,625.97,4271.030242,625.97
9/9/2016,625.88,627.49,612.93,620.57,3676.96162,620.57
10/9/2016,620.55,625,618.67,620.5,2193.20011,620.5
11/9/2016,621.6,623.75,619.05,623.04,909.8840946,623.04
12/9/2016,623.04,628.99,594.63,605.99,7168.453251,605.99
13-09-2016,605.99,609.39,603.28,604.47,3554.042111,604.47
14-09-2016,604.47,609.61,604.38,609.32,3147.988039,609.32
15-09-2016,607.87,610.69,606.43,607.38,2124.202402,607.38
16-09-2016,607.1,608.99,602.3,605.48,3649.297475,605.48
17-09-2016,605.48,607.6,601.29,602.78,1530.49087,602.78
18-09-2016,602.78,608.59,601.1,607.99,1238.532285,607.99
19-09-2016,607.71,609.5,604.35,605.99,2018.48263,605.99
20-09-2016,604.66,608.99,603,607.04,2507.594605,607.04
21-09-2016,607,608,592.1,594.99,3869.16702,594.99
22-09-2016,594.99,596.42,592.5,594.81,2401.659409,594.81
23-09-2016,594.81,599.99,593,597.5,3698.287994,597.5
24-09-2016,598.75,603.59,597.74,600.05,1936.923626,600.05
25-09-2016,600.51,601.99,596.01,596.09,996.6645754,596.09
26-09-2016,597.6,606,596,604.71,3049.044391,604.71
27-09-2016,603.76,608.37,600.02,603.83,3608.64667,603.83
28-09-2016,603.83,607,600.8,603,2222.854009,603
29-09-2016,602.98,605,601,604.94,3059.486371,604.94
30-09-2016,604.94,606.62,603.15,604.15,2317.115752,604.15
1/10/2016,604.98,613.97,603.43,613.39,1895.064703,613.39
2/10/2016,613.03,614.28,605,605.79,1363.911048,605.79
3/10/2016,605.79,611.14,605.1,609.5,1857.144376,609.5
4/10/2016,609.5,612.98,604.99,607.59,3223.927889,607.59
5/10/2016,607.59,612,605.76,609.08,2317.004028,609.08
6/10/2016,610.94,611.05,607.09,610.19,2030.840502,610.19
7/10/2016,609.98,616.34,607.52,613.9,3836.311395,613.9
8/10/2016,613.52,616.99,611,614.6,1521.232559,614.6
9/10/2016,614.6,615.04,610,613.01,1103.713923,613.01
10/10/2016,614.59,616.47,611.16,615.64,1989.396042,615.64
11/10/2016,615.11,635.02,612.71,632.77,6869.082256,632.77
12/10/2016,632.77,640,628.76,636.75,3946.286978,636.75
13-10-2016,636.75,637,630,635.35,2341.399738,635.35
14-10-2016,635.35,637.5,630.45,634.87,2861.699893,634.87
15-10-2016,634.87,642,633,637.86,1994.299388,637.86
16-10-2016,638.47,641.4,635.18,637.54,1089.09152,637.54
17-10-2016,639.01,639.99,632.1,636.98,3748.289458,636.98
18-10-2016,636.9,637.8,633,636.68,2693.694041,636.68
19-10-2016,636.58,638.04,624.22,625.75,4119.639236,625.75
20-10-2016,625.75,630.22,624.13,627.41,2736.798741,627.41
21-10-2016,627.42,630.99,625,630.94,2819.098407,630.94
22-10-2016,630.56,650.05,628.5,646.99,2662.075972,646.99
23-10-2016,646.99,656,645.41,651.88,4337.473131,651.88
24-10-2016,649.75,652.25,640,649.79,4601.994354,649.79
25-10-2016,649.77,654.38,643.93,653.44,4206.07389,653.44
26-10-2016,654.33,669.97,643,668.98,6505.17638,668.98
27-10-2016,668.98,685.89,660.68,679.83,5667.566617,679.83
28-10-2016,679.8,687.22,676.98,686.46,4100.475653,686.46
29-10-2016,686.44,715,680.92,706.76,3958.628527,706.76
30-10-2016,706.89,717.99,691.49,703.14,3856.17494,703.14
31-10-2016,704.99,707.85,683.6,704.07,4343.079267,704.07
1/11/2016,703.98,737,695.38,722.38,6176.944315,722.38
2/11/2016,722.55,731.97,715.9,723.91,4325.332676,723.91
3/11/2016,723.9,745.19,701,719.32,7630.570086,719.32
4/11/2016,716.21,717.95,670.32,693.1,9902.70012,693.1
5/11/2016,693.11,707.34,687.5,700,3093.701085,700
6/11/2016,700.01,714.36,697.92,702.49,2229.346748,702.49
7/11/2016,702.1,712.2,698.25,703.49,3009.703263,703.49
8/11/2016,702.22,711.87,701.02,706.89,4352.038779,706.89
9/11/2016,706.89,740.86,704.68,722.2,9977.364283,722.2
10/11/2016,722.57,725.29,707,715.45,5015.747044,715.45
11/11/2016,713.51,720.94,708.16,712.82,3821.131642,712.82
12/11/2016,714.13,717.49,702.76,703.01,3069.500452,703.01
13-11-2016,703.01,705.89,683.23,692.11,4756.172683,692.11
14-11-2016,692.09,702.89,692.06,699.97,7026.544598,699.97
15-11-2016,699.7,713.84,698.35,711.29,6234.271859,711.29
16-11-2016,711.85,739.02,708.44,730.05,9690.707497,730.05
17-11-2016,730.07,749.98,728.81,745.28,9404.292964,745.28
18-11-2016,745.32,752.95,731.31,747.11,4060.78405,747.11
19-11-2016,747.88,755.07,741.1,744.96,2728.490946,744.96
20-11-2016,744.98,753.82,725.59,730,3687.762605,730
21-11-2016,729.24,736.01,714,734.35,4701.931307,734.35
22-11-2016,734.35,747,730.27,746.06,5168.913017,746.06
23-11-2016,746.06,750,733.2,735.55,4327.328439,735.55
24-11-2016,735.55,741.65,729.4,731.33,4008.089224,731.33
25-11-2016,730.46,735.77,728,734.25,4381.980906,734.25
26-11-2016,733.68,737.56,722.3,723.94,2373.565492,723.94
27-11-2016,723.94,732,722.44,730.95,3357.193553,730.95
28-11-2016,729.27,732.42,724.1,731.35,4615.35826,731.35
29-11-2016,731.35,733.29,721,731,4638.962484,731
30-11-2016,731.35,744.49,727,739.99,6895.83449,739.99
1/12/2016,739.99,753.53,739.79,753.4,5492.869505,753.4
2/12/2016,753.4,778.07,749.2,768.99,8379.693729,768.99
3/12/2016,768.99,770.99,752.41,762.23,3848.991119,762.23
4/12/2016,762.2,765,752.41,759.81,2959.683075,759.81
5/12/2016,759.81,762.09,743,751.99,5226.428283,751.99
6/12/2016,750.23,759.9,747.99,757.78,5705.998071,757.78
7/12/2016,757.78,765.25,751,764.87,5491.029144,764.87
8/12/2016,764.87,772.01,762.29,770,4966.83817,770
9/12/2016,770.01,773.99,765.32,770.96,3205.377831,770.96
10/12/2016,770.98,773.91,767.99,773.84,1982.685469,773.84
11/12/2016,773.83,774.12,764.01,769.97,2199.03459,769.97
12/12/2016,769.98,779,767,776.8,2582.50368,776.8
13-12-2016,776.81,793.27,765.1,783.32,4522.91473,783.32
14-12-2016,781,783.35,770.74,773.7,2595.079689,773.7
15-12-2016,774.54,779.08,771,777.09,2557.471602,777.09
16-12-2016,778,782.46,771.24,780.71,3620.009752,780.71
17-12-2016,780.71,790.88,778.1,787.2,3109.366844,787.2
18-12-2016,787.2,790.99,780,785.49,2314.869041,785.49
19-12-2016,785.5,794.39,783.92,789.9,3878.382462,789.9
20-12-2016,789.71,795,787.1,791.83,2966.088994,791.83
21-12-2016,791.88,829,790,825.5,8022.938451,825.5
22-12-2016,825.32,875,818.5,861.91,13449.56035,861.91
23-12-2016,862.51,913.41,858,889.49,13969.15049,889.49
24-12-2016,888,920,876.11,891.84,8989.037632,891.84
25-12-2016,892.84,899.73,859,875.32,4739.554711,875.32
26-12-2016,875.41,905.18,875.41,901,4100.801328,901
27-12-2016,901,935,891,931.99,5221.812637,931.99
28-12-2016,931.99,968.98,922,949.9,10340.48665,949.9
29-12-2016,949.91,980.74,947.52,964.91,8940.424821,964.91
30-12-2016,964.9,970.35,931,954.1,10116.16713,954.1
31-12-2016,955.1,965.82,944.11,956.84,6983.745206,956.84
1/1/2017,956.98,977.92,956.22,976.71,3277.057807,976.71
2/1/2017,976.71,1030,976.22,1026.65,9944.11802,1026.65
3/1/2017,1026.65,1032,990.01,1020,8498.573372,1020
4/1/2017,1019.54,1098.76,1016.19,1089.08,14554.70778,1089.08
5/1/2017,1088.89,1139.89,885.41,992.84,37144.92392,992.84
6/1/2017,992.84,1026.99,871,912,29351.664,912
7/1/2017,912,919.99,812.28,887.99,23424.8887,887.99
8/1/2017,888,941.81,879.98,904.06,11411.45147,904.06
9/1/2017,904.06,914.3,875,901.79,8141.705579,901.79
10/1/2017,900.44,912.47,883.98,903.77,9066.405469,903.77
11/1/2017,903.76,918.4,790,795.55,25280.07557,795.55
12/1/2017,793.66,825.99,751.34,794.89,24687.12604,794.89
13-01-2017,794.85,832.99,775,817.95,13469.46482,817.95
14-01-2017,816.94,837.76,816.58,831.67,8240.567866,831.67
15-01-2017,831.45,831.87,810,813.38,5102.797027,813.38
16-01-2017,814.24,835,808,831.99,5446.503959,831.99
17-01-2017,831.99,896.23,827,881.22,10452.91361,881.22
18-01-2017,881.22,915.99,851.74,874.5,12431.08001,874.5
19-01-2017,874.03,899,860.01,893.02,9912.469564,893.02
20-01-2017,893.03,910,880,896.11,9056.732812,896.11
21-01-2017,896.1,928,892.81,919.33,6449.965241,919.33
22-01-2017,920,937.74,886.76,908.99,6974.824744,908.99
23-01-2017,908.99,927.57,908.99,921.1,3013.681234,921.1
24-01-2017,919.54,924.17,892.04,906.04,8018.447135,906.04
25-01-2017,906.04,909.48,881.48,894.56,6829.240885,894.56
26-01-2017,893.68,919.48,889.98,918.62,4814.276692,918.62
27-01-2017,918.52,924.88,908.01,923.05,4951.911284,923.05
28-01-2017,923.06,924.8,913.08,917.35,2426.694955,917.35
29-01-2017,917.03,919.99,913.13,916.03,1080.422276,916.03
30-01-2017,916.29,921.38,910,920.46,2073.261993,920.46
31-01-2017,921.37,959.97,917.5,957.03,7048.73794,957.03
1/2/2017,957.79,977.52,947.98,967.9,9255.055867,967.9
2/2/2017,967.9,995.62,966.2,993.38,6478.466001,993.38
3/2/2017,994.59,1022.64,987.01,1015.8,11914.91525,1015.8
4/2/2017,1015.39,1020,1004,1013.34,4853.544165,1013.34
5/2/2017,1013.34,1044.23,1004.7,1014.6,6691.805702,1014.6
6/2/2017,1014.61,1031.94,1005,1021.92,4701.483942,1021.92
7/2/2017,1021.92,1056.25,1017,1047.98,5569.784297,1047.98
8/2/2017,1047.98,1070,1025,1053.08,9274.069809,1053.08
9/2/2017,1054.02,1074.69,913.73,979.04,22164.60559,979.04
10/2/2017,979.04,992,950,980.01,11922.54094,980.01
11/2/2017,980.01,1020,971.42,1006.74,6817.407419,1006.74
12/2/2017,1006.9,1019,997.04,1003.02,2871.323096,1003.02
13-02-2017,1003.01,1007.89,975.1,996.77,4420.811841,996.77
14-02-2017,996.86,1019,987.97,1010.71,6566.020964,1010.71
15-02-2017,1010.7,1012.54,1000.97,1009.98,3415.363643,1009.98
16-02-2017,1009.22,1036,1007.2,1033.96,4780.513728,1033.96
17-02-2017,1034.5,1064.99,1026.81,1056.8,6615.887191,1056.8
18-02-2017,1056.8,1068.99,1049.94,1065.06,5183.496201,1065.06
19-02-2017,1065.06,1067,1039.07,1051,2590.611782,1051
20-02-2017,1052.2,1064.67,1044.39,1062.5,2375.003213,1062.5
21-02-2017,1063.06,1117,1057.95,1101.16,7677.782493,1101.16
22-02-2017,1101.91,1135,1098.16,1131.22,9603.329524,1131.22
23-02-2017,1131.21,1160,1120.73,1155.12,12113.09457,1155.12
24-02-2017,1155.16,1220,1091.1,1197,20505.13706,1197
25-02-2017,1197,1206.73,1145,1159.98,6772.407044,1159.98
26-02-2017,1159.98,1177.99,1127,1168.37,4941.245177,1168.37
27-02-2017,1169.99,1193.32,1167.04,1182.05,3860.437176,1182.05
28-02-2017,1182.05,1209.99,1176.27,1187.15,7802.606211,1187.15
1/3/2017,1186.01,1231,1184.85,1215.41,6664.651244,1215.41
2/3/2017,1215.41,1254.9,1215,1251.15,5177.954121,1251.15
3/3/2017,1253,1298,1239.38,1273.92,9734.910198,1273.92
4/3/2017,1276.31,1289.55,1230,1248.55,5092.012298,1248.55
5/3/2017,1248.02,1270,1232.1,1264.76,3728.714381,1264.76
6/3/2017,1264.76,1285,1251,1279.01,3972.022529,1279.01
7/3/2017,1279.01,1281.62,1175.97,1232.32,11446.28599,1232.32
8/3/2017,1231.03,1268,1160,1187.14,12440.51087,1187.14
9/3/2017,1187.01,1199,1135.01,1192,10315.50996,1192
10/3/2017,1191.71,1350,1170,1239.73,14701.62189,1239.73
11/3/2017,1239.72,1293,975,1184.74,27098.90714,1184.74
12/3/2017,1184.65,1224,1159.57,1210.05,4923.674244,1210.05
13-03-2017,1211.32,1249.02,1210,1240.37,6279.785628,1240.37
14-03-2017,1241,1260,1226.5,1246.93,5851.50701,1246.93
15-03-2017,1248.52,1260,1238.32,1256.2,3965.412769,1256.2
16-03-2017,1256.85,1259.99,1209.56,1218.99,7962.338241,1218.99
17-03-2017,1218.99,1221.4,1077.38,1158.84,20118.69751,1158.84
18-03-2017,1159.64,1165.91,948.73,971.68,21501.35583,971.68
19-03-2017,974.05,1024.92,944.36,1021.4,13197.02997,1021.4
20-03-2017,1021.44,1063.7,1006.56,1043.31,9137.059187,1043.31
21-03-2017,1043.31,1094.5,1025,1087.33,9848.848318,1087.33
22-03-2017,1089.48,1117.9,1001.7,1016.98,12963.29895,1016.98
23-03-2017,1015.04,1054.4,988,1044.13,9592.354981,1044.13
24-03-2017,1044.4,1046.2,968.28,989.97,11080.45628,989.97
25-03-2017,989.7,990.57,891.33,930.8,17340.09028,930.8
26-03-2017,930.19,997,917.28,992.28,8637.432287,992.28
27-03-2017,992.74,1030.99,937.52,1030.96,9399.557182,1030.96
28-03-2017,1028.2,1068.26,1008.62,1059.81,8233.685377,1059.81
29-03-2017,1059.81,1059.99,1008.16,1041.99,10872.34863,1041.99
30-03-2017,1041.36,1050.28,1017.14,1021.04,8993.439278,1021.04
31-03-2017,1021.04,1081,1020.27,1079,9530.960196,1079
1/4/2017,1079.78,1097,1059,1073.65,8087.30124,1073.65
2/4/2017,1073.68,1089,1061.64,1089,4396.112312,1089
3/4/2017,1089,1138.22,1071.12,1135.9,11823.85977,1135.9
4/4/2017,1135.9,1162.93,1118.85,1131.13,9245.237501,1131.13
5/4/2017,1131.13,1145,1111,1120.14,6258.493657,1120.14
6/4/2017,1120.09,1178.96,1119.14,1168.31,6762.110829,1168.31
7/4/2017,1169.9,1202,1167.95,1193,6969.195841,1193
8/4/2017,1192.36,1198.13,1181.02,1186.18,3889.13568,1186.18
9/4/2017,1185.12,1198.88,1166.66,1198.56,3473.228713,1198.56
10/4/2017,1198.03,1219.71,1197.46,1208.05,4785.785462,1208.05
11/4/2017,1210.41,1222,1195,1219.03,3863.167102,1219.03
12/4/2017,1219.03,1229,1208,1219,2885.288566,1219
13-04-2017,1219.05,1221.5,1165,1174.98,6057.774227,1174.98
14-04-2017,1174.3,1193,1141,1176.1,10147.49215,1176.1
15-04-2017,1176.1,1192.5,1160.61,1185,2617.52269,1185
16-04-2017,1185,1190.73,1150,1168,2829.68127,1168
17-04-2017,1163.01,1192.5,1161,1187.77,2745.994042,1187.77
18-04-2017,1187.65,1210,1174.88,1202.25,5595.228026,1202.25
19-04-2017,1202.25,1209.99,1190,1202,4880.124572,1202
20-04-2017,1202.19,1230,1190,1229.91,6120.195104,1229.91
21-04-2017,1229.86,1252.32,1223.66,1239.52,5360.228623,1239.52
22-04-2017,1241.58,1247.15,1199,1227.72,4620.947363,1227.72
23-04-2017,1224.36,1248.99,1223.42,1240.2,3181.383147,1240.2
24-04-2017,1240.2,1248.4,1231,1244.57,3021.473833,1244.57
25-04-2017,1246.38,1274,1243.03,1269.4,4056.469802,1269.4
26-04-2017,1269.4,1310,1265,1307.8,6855.516103,1307.8
27-04-2017,1308.74,1338,1281,1330.98,7765.472356,1330.98
28-04-2017,1330.99,1347.02,1300,1328.65,7934.361072,1328.65
29-04-2017,1328.65,1340,1299,1330.12,5495.336777,1330.12
30-04-2017,1330.06,1342.8,1315.68,1322.71,2930.152121,1322.71
1/5/2017,1323,1391.31,1321.4,1387.84,6537.622537,1387.84
2/5/2017,1389.94,1481.73,1382.71,1450.86,9833.184611,1450.86
3/5/2017,1448.16,1485.65,1403,1480,9082.409694,1480
4/5/2017,1480,1588.08,1461.14,1586.55,13906.88399,1586.55
5/5/2017,1586.56,1623.01,1444.94,1545,21286.46081,1545
6/5/2017,1546.79,1564.32,1495,1521.15,10220.55037,1521.15
7/5/2017,1521.14,1578.97,1520.53,1540.22,7434.050488,1540.22
8/5/2017,1540.22,1609.98,1525.1,1573.94,15712.34436,1573.94
9/5/2017,1573.94,1760.4,1562.11,1722.53,17705.94385,1722.53
10/5/2017,1722.56,1794.21,1661.07,1788.44,13575.31704,1788.44
11/5/2017,1788.44,1892,1745,1861,13529.63575,1861
12/5/2017,1861,1868,1733,1751.38,13868.17644,1751.38
13-05-2017,1751.98,1766,1601.46,1710.3,16257.63969,1710.3
14-05-2017,1707.52,1815,1699,1772,5559.806771,1772
15-05-2017,1774.72,1792,1682.56,1706.95,10099.58585,1706.95
16-05-2017,1713.06,1745.54,1641.22,1739.01,16887.57204,1739.01
17-05-2017,1740,1840.42,1670.01,1829.98,16397.99011,1829.98
18-05-2017,1829.91,1862.3,1765.26,1855.99,14341.67582,1855.99
19-05-2017,1852.32,1954.99,1846.5,1948.99,12388.59244,1948.99
20-05-2017,1949.99,1989,1898,1957.08,12947.24269,1957.08
