Date,Open,High,Low,Close,Volume,Adj. Close
21-05-2017,1948.16,2063.11,1947.46,2004.44,9187.695569,2004.44
22-05-2017,1999,2181.99,1983,2172.4,10708.50407,2172.4
23-05-2017,2171.93,2259.11,2001,2250,16650.20106,2250
24-05-2017,2250,2420,2189.88,2418,18050.56359,2418
25-05-2017,2418,2760.1,2350,2686.98,25251.04997,2686.98
26-05-2017,2686.02,2693.38,2221,2416.09,30318.21036,2416.09
27-05-2017,2415,2460,1850,2087.2,36266.73139,2087.2
28-05-2017,2087.2,2313.96,2001,2143.01,16657.30034,2143.01
29-05-2017,2143.01,2300.58,2081,2259.94,10686.3452,2259.94
30-05-2017,2260.05,2350,2214.95,2233.33,14080.50244,2233.33
31-05-2017,2233.3,2329.39,2154.28,2306.61,14802.2915,2306.61
1/6/2017,2299.01,2456.39,2269.36,2402.65,19216.14026,2402.65
2/6/2017,2402.65,2449.55,2321.05,2429.59,13123.6607,2429.59
3/6/2017,2428.18,2570,2400.13,2568.86,10791.18621,2568.86
4/6/2017,2568.86,2584.34,2477.99,2527.11,11162.50309,2527.11
5/6/2017,2526.07,2627.47,2460,2618.86,9733.901726,2618.86
6/6/2017,2618,2933,2608.25,2839.7,21685.43848,2839.7
7/6/2017,2839.97,2893.28,2689.4,2800,18775.74812,2800
8/6/2017,2799.97,2831.27,2612.5,2736.62,17127.82839,2736.62
9/6/2017,2736.55,2868.23,2700,2852,9268.814421,2852
10/6/2017,2851.99,2912.98,2790,2864,8366.933332,2864
11/6/2017,2864,2948,2800,2943.9,8676.776642,2943.9
12/6/2017,2943.92,2980,2702,2775.99,18865.75265,2775.99
13-06-2017,2775.97,2783.62,2480.03,2737.05,25550.92514,2737.05
14-06-2017,2741.67,2801,2535.75,2617.95,19707.27959,2617.95
15-06-2017,2617.95,2624.79,2120,2245.76,42222.67912,2245.76
16-06-2017,2246.71,2525,2198.13,2457.96,19729.6495,2457.96
17-06-2017,2458,2610,2412.1,2605.4,11154.13604,2605.4
18-06-2017,2605.45,2674.4,2485,2562.77,9966.652287,2562.77
19-06-2017,2566.72,2583.47,2460.62,2548,10836.88723,2548
20-06-2017,2548.01,2674.4,2548,2658.29,12116.7757,2658.29
21-06-2017,2658.02,2789,2632.81,2709.9,16330.39963,2709.9
22-06-2017,2709.9,2734.5,2594.61,2734.48,14014.36242,2734.48
23-06-2017,2734.5,2740,2675.71,2727.75,8126.587105,2727.75
24-06-2017,2725.17,2745,2598.28,2662.48,10379.14715,2662.48
25-06-2017,2656.65,2663.49,2505.25,2562.31,11300.48679,2562.31
26-06-2017,2562,2599,2417,2420.3,18335.33102,2420.3
27-06-2017,2419.98,2465,2307,2349.42,20458.59041,2349.42
28-06-2017,2350,2570,2291,2551.69,16403.40027,2551.69
29-06-2017,2551.69,2593,2500.31,2554.14,8318.244626,2554.14
30-06-2017,2554.14,2594.78,2503.01,2525.76,8826.709152,2525.76
1/7/2017,2521.47,2537.91,2430,2466.35,7804.405035,2466.35
2/7/2017,2466.35,2469.99,2374.34,2466,9855.425114,2466
3/7/2017,2466.03,2595,2456.23,2573.99,11864.24388,2573.99
4/7/2017,2572.96,2639.47,2527.8,2580.81,10093.03185,2580.81
5/7/2017,2580,2601.96,2530.1,2575.04,10202.30992,2575.04
6/7/2017,2571.7,2623,2522,2588,8983.68458,2588
7/7/2017,2588,2612,2486.01,2522.69,9021.583749,2522.69
8/7/2017,2522.78,2539.53,2462,2527.81,6813.490788,2527.81
9/7/2017,2521.61,2564.65,2507.12,2551.53,4239.638801,2551.53
10/7/2017,2551.53,2558.42,2365.11,2394,10971.40828,2394
11/7/2017,2394,2434.99,2242.62,2347,20966.28252,2347
12/7/2017,2347,2385.14,2239.54,2374.6,12841.85503,2374.6
13-07-2017,2371.98,2425.16,2335.97,2344.93,10408.71969,2344.93
